id,Category_code,Category_name,PIM_Category_ID,isTopNav,Parent_ID,Level,created_at,updated_at
797,pcmcat188000050004,MP3 In-Car Installation,pcmcat188000050004,0,71,3,24/09/2018 15:59,24/09/2018 15:59
798,abcat0301014,Portable GPS,abcat0301014,0,79,3,24/09/2018 15:59,24/09/2018 15:59
799,abcat0301002,In-Dash with GPS,abcat0301002,0,79,3,24/09/2018 15:59,24/09/2018 15:59
800,pcmcat237000050015,Handheld GPS,pcmcat237000050015,0,79,3,24/09/2018 15:59,24/09/2018 15:59
801,pcmcat156500050038,Marine GPS & Navigation,pcmcat156500050038,0,79,3,24/09/2018 15:59,24/09/2018 15:59
802,pcmcat153700050021,GPS Maps,pcmcat153700050021,0,79,3,24/09/2018 15:59,24/09/2018 15:59
803,abcat0307001,GPS Accessories,abcat0307001,0,79,3,24/09/2018 15:59,24/09/2018 15:59
804,pcmcat59600050005,Car Electronics Professional Installation,pcmcat59600050005,0,79,3,24/09/2018 15:59,24/09/2018 15:59
805,abcat0301004,Car GPS,abcat0301004,0,79,3,24/09/2018 15:59,24/09/2018 15:59
806,abcat0301003,Portable,abcat0301003,0,79,3,24/09/2018 15:59,24/09/2018 15:59
808,pcmcat191100050000,Outdoor GPS,pcmcat191100050000,0,79,3,24/09/2018 15:59,24/09/2018 15:59
809,abcat0302012,Car Stereo Receivers,abcat0302012,0,80,3,24/09/2018 15:59,24/09/2018 15:59
810,abcat0302005,Car Speakers,abcat0302005,0,80,3,24/09/2018 15:59,24/09/2018 15:59
811,abcat0302034,Car Subwoofers & Enclosures,abcat0302034,0,80,3,24/09/2018 15:59,24/09/2018 15:59
812,abcat0302001,Car Amplifiers,abcat0302001,0,80,3,24/09/2018 15:59,24/09/2018 15:59
813,abcat0302011,CB Radios & Scanners,abcat0302011,0,80,3,24/09/2018 15:59,24/09/2018 15:59
814,abcat0307011,Smartphone & iPod Car Connectors,abcat0307011,0,80,3,24/09/2018 15:59,24/09/2018 15:59
815,abcat0302019,Satellite Radios,abcat0302019,0,80,3,24/09/2018 15:59,24/09/2018 15:59
816,pcmcat1493671011172,Car Equalizers & Processors,pcmcat1493671011172,0,80,3,24/09/2018 15:59,24/09/2018 15:59
817,pcmcat59600050005,Car Electronics Professional Installation,pcmcat59600050005,0,80,3,24/09/2018 15:59,24/09/2018 15:59
818,pcmcat331600050007,Car Audio Accessories & Installation Parts,pcmcat331600050007,0,80,3,24/09/2018 15:59,24/09/2018 15:59
819,pcmcat271800050001,Back-Up & Dash Cameras,pcmcat271800050001,0,82,3,24/09/2018 15:59,24/09/2018 15:59
820,pcmcat221000050011,Breathalyzers,pcmcat221000050011,0,82,3,24/09/2018 15:59,24/09/2018 15:59
821,abcat0304000,Remote Start & Security Systems,abcat0304000,0,82,3,24/09/2018 15:59,24/09/2018 15:59
822,pcmcat1496180344205,Power Packs & Inverters,pcmcat1496180344205,0,82,3,24/09/2018 15:59,24/09/2018 15:59
823,abcat0305000,Radar Detectors,abcat0305000,0,82,3,24/09/2018 15:59,24/09/2018 15:59
824,pcmcat330300050004,Vehicle Diagnostics,pcmcat330300050004,0,82,3,24/09/2018 15:59,24/09/2018 15:59
825,pcmcat278000050000,Roof Racks & Trailer Hitches,pcmcat278000050000,0,82,3,24/09/2018 15:59,24/09/2018 15:59
826,pcmcat292200050016,Remote Car Starters & Keyless Entry Systems,pcmcat292200050016,0,83,3,24/09/2018 15:59,24/09/2018 15:59
827,pcmcat1533585428858,Car Alarm & Security Systems,pcmcat1533585428858,0,83,3,24/09/2018 15:59,24/09/2018 15:59
828,pcmcat305800050011,Key Fobs,pcmcat305800050011,0,83,3,24/09/2018 15:59,24/09/2018 15:59
829,pcmcat292200050017,Car Security & Remote Start Accessories,pcmcat292200050017,0,83,3,24/09/2018 15:59,24/09/2018 15:59
830,pcmcat59600050005,Car Electronics Professional Installation,pcmcat59600050005,0,83,3,24/09/2018 15:59,24/09/2018 15:59
831,pcmcat211400050012,Remote Starters & Keyless Entry,pcmcat211400050012,0,83,3,24/09/2018 15:59,24/09/2018 15:59
832,pcmcat244700050008,OnStar FMV,pcmcat244700050008,0,83,3,24/09/2018 15:59,24/09/2018 15:59
833,pcmcat211400050013,Car Safety & Security,pcmcat211400050013,0,83,3,24/09/2018 15:59,24/09/2018 15:59
834,pcmcat211400050011,Car Alarms & Sensors,pcmcat211400050011,0,83,3,24/09/2018 15:59,24/09/2018 15:59
835,abcat0303001,In-Dash with DVD,abcat0303001,0,84,3,24/09/2018 15:59,24/09/2018 15:59
836,abcat0303002,Overhead DVD Players,abcat0303002,0,84,3,24/09/2018 15:59,24/09/2018 15:59
837,pcmcat220800050017,Headrest DVD Players,pcmcat220800050017,0,84,3,24/09/2018 15:59,24/09/2018 15:59
838,pcmcat219900050000,Portable DVD Players & Accessories,pcmcat219900050000,0,84,3,24/09/2018 15:59,24/09/2018 15:59
839,pcmcat220800050021,Car DVD Monitors,pcmcat220800050021,0,84,3,24/09/2018 15:59,24/09/2018 15:59
840,pcmcat271800050001,Back-Up & Dash Cameras,pcmcat271800050001,0,84,3,24/09/2018 15:59,24/09/2018 15:59
841,abcat0307019,Car Video Accessories,abcat0307019,0,84,3,24/09/2018 15:59,24/09/2018 15:59
842,pcmcat165900050048,Bluetooth/Hands-Free Car Kits,pcmcat165900050048,0,85,3,24/09/2018 15:59,24/09/2018 15:59
843,pcmcat165900050024,Amp Accessories & Installation Parts,pcmcat165900050024,0,85,3,24/09/2018 15:59,24/09/2018 15:59
844,pcmcat165900050031,Deck Accessories & Installation Parts,pcmcat165900050031,0,85,3,24/09/2018 15:59,24/09/2018 15:59
845,pcmcat165900050037,Speaker & Subwoofer Accessories & Installation Parts,pcmcat165900050037,0,85,3,24/09/2018 15:59,24/09/2018 15:59
846,pcmcat165900050043,Car Security & Radar Installation Parts,pcmcat165900050043,0,85,3,24/09/2018 15:59,24/09/2018 15:59
847,pcmcat265100050011,Electric Car Chargers,pcmcat265100050011,0,85,3,24/09/2018 15:59,24/09/2018 15:59
848,abcat0307019,Car Video Accessories,abcat0307019,0,85,3,24/09/2018 15:59,24/09/2018 15:59
849,abcat0307001,GPS Accessories,abcat0307001,0,85,3,24/09/2018 15:59,24/09/2018 15:59
850,pcmcat1496180344205,Power Packs & Inverters,pcmcat1496180344205,0,85,3,24/09/2018 15:59,24/09/2018 15:59
851,pcmcat1499103283545,Parking Accessories,pcmcat1499103283545,0,85,3,24/09/2018 15:59,24/09/2018 15:59
852,pcmcat1499103377127,Car Organizers,pcmcat1499103377127,0,85,3,24/09/2018 15:59,24/09/2018 15:59
853,pcmcat331600050007,Car Audio Accessories & Installation Parts,pcmcat331600050007,0,85,3,24/09/2018 15:59,24/09/2018 15:59
854,pcmcat221000050008,Car Stereo Accessories,pcmcat221000050008,0,85,3,24/09/2018 15:59,24/09/2018 15:59
855,pcmcat165900050054,More Car Accessories,pcmcat165900050054,0,85,3,24/09/2018 15:59,24/09/2018 15:59
856,pcmcat1494864232797,Marine Electronics,pcmcat1494864232797,0,86,3,24/09/2018 15:59,24/09/2018 15:59
857,pcmcat1494863682171,Motorcycle Electronics,pcmcat1494863682171,0,86,3,24/09/2018 15:59,24/09/2018 15:59
858,pcmcat1494863918307,Off-Road Vehicle Electronics,pcmcat1494863918307,0,86,3,24/09/2018 15:59,24/09/2018 15:59
859,pcmcat156500050038,Marine GPS & Navigation,pcmcat156500050038,0,86,3,24/09/2018 15:59,24/09/2018 15:59
860,pcmcat247600050017,Marine Security,pcmcat247600050017,0,86,3,24/09/2018 15:59,24/09/2018 15:59
861,pcmcat247600050018,Underwater Lighting,pcmcat247600050018,0,86,3,24/09/2018 15:59,24/09/2018 15:59
862,pcmcat748300920723,Powersports Audio,pcmcat748300920723,0,86,3,24/09/2018 15:59,24/09/2018 15:59
863,pcmcat748300920909,Powersports GPS & Fishfinders,pcmcat748300920909,0,86,3,24/09/2018 15:59,24/09/2018 15:59
864,pcmcat748300920937,Powersports Radio & Communication,pcmcat748300920937,0,86,3,24/09/2018 15:59,24/09/2018 15:59
865,pcmcat748300920971,Powersports Accessories,pcmcat748300920971,0,86,3,24/09/2018 15:59,24/09/2018 15:59
866,pcmcat143000050016,Car Audio Installation,pcmcat143000050016,0,87,3,24/09/2018 15:59,24/09/2018 15:59
867,pcmcat143000050015,GPS Installation,pcmcat143000050015,0,87,3,24/09/2018 15:59,24/09/2018 15:59
868,pcmcat143000050018,Rear Backup Camera & Mirror Installation,pcmcat143000050018,0,87,3,24/09/2018 15:59,24/09/2018 15:59
869,pcmcat197500050000,Car Security & Remote Start Installation,pcmcat197500050000,0,87,3,24/09/2018 15:59,24/09/2018 15:59
870,pcmcat188000050004,MP3 In-Car Installation,pcmcat188000050004,0,87,3,24/09/2018 15:59,24/09/2018 15:59
871,pcmcat232200050001,Electric Vehicle Garage Site Survey,pcmcat232200050001,0,87,3,24/09/2018 15:59,24/09/2018 15:59
872,abcat0401001,Point & Shoot Cameras,abcat0401001,0,94,3,24/09/2018 15:59,24/09/2018 15:59
873,pcmcat214000050005,Mirrorless Cameras,pcmcat214000050005,0,94,3,24/09/2018 15:59,24/09/2018 15:59
874,abcat0401005,Digital SLR Cameras,abcat0401005,0,94,3,24/09/2018 15:59,24/09/2018 15:59
875,abcat0410000,Digital Camera Accessories,abcat0410000,0,94,3,24/09/2018 15:59,24/09/2018 15:59
876,pcmcat286300050023,Refurbished Digital Cameras,pcmcat286300050023,0,94,3,24/09/2018 15:59,24/09/2018 15:59
878,abcat0410010,All Camera Accessories,abcat0410010,0,94,3,24/09/2018 15:59,24/09/2018 15:59
879,pcmcat250600050010,Online Photo & Video Services,pcmcat250600050010,0,94,3,24/09/2018 15:59,24/09/2018 15:59
880,pcmcat186400050003,All Camcorders,pcmcat186400050003,0,95,3,24/09/2018 15:59,24/09/2018 15:59
881,pcmcat273800050002,Action Camcorders,pcmcat273800050002,0,95,3,24/09/2018 15:59,24/09/2018 15:59
882,pcmcat748300678486,360 Degree Cameras,pcmcat748300678486,0,95,3,24/09/2018 15:59,24/09/2018 15:59
883,abcat0403004,Traditional Camcorders,abcat0403004,0,95,3,24/09/2018 15:59,24/09/2018 15:59
884,pcmcat329700050008,Professional Camcorders,pcmcat329700050008,0,95,3,24/09/2018 15:59,24/09/2018 15:59
885,pcmcat1489418755607,4K Camcorders,pcmcat1489418755607,0,95,3,24/09/2018 15:59,24/09/2018 15:59
886,pcmcat1531491867824,Premium Camcorders,pcmcat1531491867824,0,95,3,24/09/2018 15:59,24/09/2018 15:59
888,abcat0410022,Camcorder Accessories,abcat0410022,0,95,3,24/09/2018 15:59,24/09/2018 15:59
889,pcmcat226400050024,Camera & Camcorder Services,pcmcat226400050024,0,95,3,24/09/2018 15:59,24/09/2018 15:59
890,pcmcat250600050010,Online Photo & Video Services,pcmcat250600050010,0,95,3,24/09/2018 15:59,24/09/2018 15:59
891,abcat0403002,Hard Drive Camcorders,abcat0403002,0,95,3,24/09/2018 15:59,24/09/2018 15:59
892,abcat0403006,Flash Memory Camcorders,abcat0403006,0,95,3,24/09/2018 15:59,24/09/2018 15:59
893,abcat0403001,DVD & MiniDV Camcorders,abcat0403001,0,95,3,24/09/2018 15:59,24/09/2018 15:59
894,abcat0403005,MiniDV,abcat0403005,0,95,3,24/09/2018 15:59,24/09/2018 15:59
895,pcmcat209200050001,Shoot & Share Camcorders,pcmcat209200050001,0,95,3,24/09/2018 15:59,24/09/2018 15:59
896,pcmcat233600050006,Standard-Definition Camcorders,pcmcat233600050006,0,95,3,24/09/2018 15:59,24/09/2018 15:59
897,abcat0403003,Hi8 / VHS-C,abcat0403003,0,95,3,24/09/2018 15:59,24/09/2018 15:59
898,pcmcat146100050019,Kids Camcorders,pcmcat146100050019,0,95,3,24/09/2018 15:59,24/09/2018 15:59
899,pcmcat329700050009,Action Camcorder Accessories,pcmcat329700050009,0,96,3,24/09/2018 15:59,24/09/2018 15:59
900,abcat0410025,Blank DVDs & Tapes,abcat0410025,0,96,3,24/09/2018 15:59,24/09/2018 15:59
901,pcmcat329700050028,Camcorder Accessory Kits,pcmcat329700050028,0,96,3,24/09/2018 15:59,24/09/2018 15:59
902,pcmcat139900050032,Camcorder Bags & Cases,pcmcat139900050032,0,96,3,24/09/2018 15:59,24/09/2018 15:59
903,abcat0410024,Camcorder Batteries & Power,abcat0410024,0,96,3,24/09/2018 15:59,24/09/2018 15:59
904,pcmcat328900050015,"Camera Mounts, Grips & Stabilizers",pcmcat328900050015,0,96,3,24/09/2018 15:59,24/09/2018 15:59
905,pcmcat329700050029,Camcorder Lenses,pcmcat329700050029,0,96,3,24/09/2018 15:59,24/09/2018 15:59
906,pcmcat278200050003,Cleaning Equipment,pcmcat278200050003,0,96,3,24/09/2018 15:59,24/09/2018 15:59
907,pcmcat258000050011,Microphones,pcmcat258000050011,0,96,3,24/09/2018 15:59,24/09/2018 15:59
908,abcat0410048,Remote Controls,abcat0410048,0,96,3,24/09/2018 15:59,24/09/2018 15:59
909,abcat0410045,Tripods & Monopods,abcat0410045,0,96,3,24/09/2018 15:59,24/09/2018 15:59
910,abcat0410033,Camcorder Head Cleaners,abcat0410033,0,96,3,24/09/2018 15:59,24/09/2018 15:59
911,abcat0410034,Camcorder Lenses & Filters,abcat0410034,0,96,3,24/09/2018 15:59,24/09/2018 15:59
912,abcat0410038,Camcorder Lights,abcat0410038,0,96,3,24/09/2018 15:59,24/09/2018 15:59
913,abcat0410040,VHS-C Adapters,abcat0410040,0,96,3,24/09/2018 15:59,24/09/2018 15:59
914,pcmcat240500050058,Camcorder Microphones,pcmcat240500050058,0,96,3,24/09/2018 15:59,24/09/2018 15:59
915,pcmcat369900050004,Drone Accessories,pcmcat369900050004,0,96,3,24/09/2018 15:59,24/09/2018 15:59
916,abcat0508026,Video Editing Software,abcat0508026,0,96,3,24/09/2018 15:59,24/09/2018 15:59
917,abcat0409001,Binoculars,abcat0409001,0,97,3,24/09/2018 15:59,24/09/2018 15:59
918,abcat0409002,Digital Binoculars,abcat0409002,0,97,3,24/09/2018 15:59,24/09/2018 15:59
919,abcat0409003,Telescopes,abcat0409003,0,97,3,24/09/2018 15:59,24/09/2018 15:59
920,pcmcat258100050016,Monoculars,pcmcat258100050016,0,97,3,24/09/2018 15:59,24/09/2018 15:59
921,pcmcat258100050017,Spotting Scopes,pcmcat258100050017,0,97,3,24/09/2018 15:59,24/09/2018 15:59
922,pcmcat748300682207,Trail Cameras & Rangefinders,pcmcat748300682207,0,97,3,24/09/2018 15:59,24/09/2018 15:59
923,pcmcat258100050018,Microscopes,pcmcat258100050018,0,97,3,24/09/2018 15:59,24/09/2018 15:59
924,pcmcat240500050047,Camera Accessory Kits,pcmcat240500050047,0,98,3,24/09/2018 15:59,24/09/2018 15:59
925,pcmcat284800050006,"Camera Bags, Cases & Straps",pcmcat284800050006,0,98,3,24/09/2018 15:59,24/09/2018 15:59
926,abcat0410012,Camera Batteries & Power,abcat0410012,0,98,3,24/09/2018 15:59,24/09/2018 15:59
927,abcat0410018,Camera Lenses,abcat0410018,0,98,3,24/09/2018 15:59,24/09/2018 15:59
928,pcmcat328900050015,"Camera Mounts, Grips & Stabilizers",pcmcat328900050015,0,98,3,24/09/2018 15:59,24/09/2018 15:59
929,pcmcat278200050003,Cleaning Equipment,pcmcat278200050003,0,98,3,24/09/2018 15:59,24/09/2018 15:59
930,abcat0408000,Digital Photo Frames,abcat0408000,0,98,3,24/09/2018 15:59,24/09/2018 15:59
931,abcat0410020,Filters,abcat0410020,0,98,3,24/09/2018 15:59,24/09/2018 15:59
932,pcmcat240500050025,"Flashes, Lighting & Studio",pcmcat240500050025,0,98,3,24/09/2018 15:59,24/09/2018 15:59
933,pcmcat748302046977,Instant Print Accessories,pcmcat748302046977,0,98,3,24/09/2018 15:59,24/09/2018 15:59
934,pcmcat195200050005,Lens Accessories,pcmcat195200050005,0,98,3,24/09/2018 15:59,24/09/2018 15:59
935,abcat0404000,Memory Cards,abcat0404000,0,98,3,24/09/2018 15:59,24/09/2018 15:59
936,abcat0410048,Remote Controls,abcat0410048,0,98,3,24/09/2018 15:59,24/09/2018 15:59
937,pcmcat258000050010,Screen Protector Foils,pcmcat258000050010,0,98,3,24/09/2018 15:59,24/09/2018 15:59
938,pcmcat329400050031,Software & Tutorials,pcmcat329400050031,0,98,3,24/09/2018 15:59,24/09/2018 15:59
939,abcat0508025,Photo Editing Software,abcat0508025,0,98,3,24/09/2018 15:59,24/09/2018 15:59
940,abcat0410045,Tripods & Monopods,abcat0410045,0,98,3,24/09/2018 15:59,24/09/2018 15:59
941,pcmcat240500050035,Viewfinders & Eyepieces,pcmcat240500050035,0,98,3,24/09/2018 15:59,24/09/2018 15:59
942,abcat0410010,All Camera Accessories,abcat0410010,0,98,3,24/09/2018 15:59,24/09/2018 15:59
943,abcat0410041,Binocular & Optics Accessories,abcat0410041,0,98,3,24/09/2018 15:59,24/09/2018 15:59
944,pcmcat138500050002,Digital Photo Frame Accessories,pcmcat138500050002,0,98,3,24/09/2018 15:59,24/09/2018 15:59
945,pcmcat748302046286,Top Picks for Laptops,pcmcat748302046286,0,108,3,24/09/2018 15:59,24/09/2018 15:59
946,pcmcat138500050001,All Laptops,pcmcat138500050001,0,108,3,24/09/2018 15:59,24/09/2018 15:59
947,pcmcat247400050000,PC Laptops,pcmcat247400050000,0,108,3,24/09/2018 15:59,24/09/2018 15:59
948,pcmcat247400050001,MacBooks,pcmcat247400050001,0,108,3,24/09/2018 15:59,24/09/2018 15:59
949,pcmcat1492808872042,Microsoft Surface Laptops,pcmcat1492808872042,0,108,3,24/09/2018 15:59,24/09/2018 15:59
950,pcmcat244900050010,Chromebooks,pcmcat244900050010,0,108,3,24/09/2018 15:59,24/09/2018 15:59
951,pcmcat309300050015,2-in-1s,pcmcat309300050015,0,108,3,24/09/2018 15:59,24/09/2018 15:59
952,pcmcat287600050003,Gaming Laptops,pcmcat287600050003,0,108,3,24/09/2018 15:59,24/09/2018 15:59
953,pcmcat376300050005,Business Laptops,pcmcat376300050005,0,108,3,24/09/2018 15:59,24/09/2018 15:59
954,pcmcat219300050013,4G LTE Laptops,pcmcat219300050013,0,108,3,24/09/2018 15:59,24/09/2018 15:59
955,pcmcat219300050014,Refurbished Laptops,pcmcat219300050014,0,108,3,24/09/2018 15:59,24/09/2018 15:59
956,pcmcat1516833528361,Laptops Under $500,pcmcat1516833528361,0,108,3,24/09/2018 15:59,24/09/2018 15:59
957,pcmcat302900050006,Laptop Packages,pcmcat302900050006,0,108,3,24/09/2018 15:59,24/09/2018 15:59
958,abcat0515025,Laptop Accessories,abcat0515025,0,108,3,24/09/2018 15:59,24/09/2018 15:59
959,pcmcat138100050019,Computer & Tablet Services,pcmcat138100050019,0,108,3,24/09/2018 15:59,24/09/2018 15:59
960,pcmcat196200050015,Premium Laptops,pcmcat196200050015,0,108,3,24/09/2018 15:59,24/09/2018 15:59
961,pcmcat196200050013,Everyday Laptops,pcmcat196200050013,0,108,3,24/09/2018 15:59,24/09/2018 15:59
962,pcmcat259400050000,Ultrabooks,pcmcat259400050000,0,108,3,24/09/2018 15:59,24/09/2018 15:59
963,pcmcat163300050051,Netbooks,pcmcat163300050051,0,108,3,24/09/2018 15:59,24/09/2018 15:59
964,pcmcat196200050014,Ultra-Thin Laptops,pcmcat196200050014,0,108,3,24/09/2018 15:59,24/09/2018 15:59
965,pcmcat150700050002,Gaming Laptops,pcmcat150700050002,0,108,3,24/09/2018 15:59,24/09/2018 15:59
966,abcat0502002,Small Business Laptops,abcat0502002,0,108,3,24/09/2018 15:59,24/09/2018 15:59
967,pcmcat184400050020,Mobile Broadband,pcmcat184400050020,0,108,3,24/09/2018 15:59,24/09/2018 15:59
968,abcat0502003,Entertainment,abcat0502003,0,108,3,24/09/2018 15:59,24/09/2018 15:59
969,abcat0502001,Internet & E-Mail,abcat0502001,0,108,3,24/09/2018 15:59,24/09/2018 15:59
970,abcat0502004,Ultraportable Laptops,abcat0502004,0,108,3,24/09/2018 15:59,24/09/2018 15:59
971,pcmcat209000050008,All Tablets,pcmcat209000050008,0,109,3,24/09/2018 15:59,24/09/2018 15:59
972,pcmcat209000050007,Apple iPad,pcmcat209000050007,0,109,3,24/09/2018 15:59,24/09/2018 15:59
973,pcmcat1493306657197,Microsoft Surface Pro,pcmcat1493306657197,0,109,3,24/09/2018 15:59,24/09/2018 15:59
974,pcmcat1530887415649,Microsoft Surface Go,pcmcat1530887415649,0,109,3,24/09/2018 15:59,24/09/2018 15:59
975,pcmcat309300050015,2-in-1s,pcmcat309300050015,0,109,3,24/09/2018 15:59,24/09/2018 15:59
976,pcmcat258800050018,4G LTE Tablets,pcmcat258800050018,0,109,3,24/09/2018 15:59,24/09/2018 15:59
977,pcmcat313100050038,Kids' Tablets,pcmcat313100050038,0,109,3,24/09/2018 15:59,24/09/2018 15:59
978,pcmcat344500050008,Refurbished Tablets,pcmcat344500050008,0,109,3,24/09/2018 15:59,24/09/2018 15:59
980,pcmcat309900050001,iPad & Tablet Accessories,pcmcat309900050001,0,109,3,24/09/2018 15:59,24/09/2018 15:59
981,pcmcat254400050010,App Discovery Center,pcmcat254400050010,0,109,3,24/09/2018 15:59,24/09/2018 15:59
982,pcmcat193100050014,E-Readers & Accessories,pcmcat193100050014,0,109,3,24/09/2018 15:59,24/09/2018 15:59
983,pcmcat748302047130,Top Picks for Desktop Computers,pcmcat748302047130,0,110,3,24/09/2018 15:59,24/09/2018 15:59
984,pcmcat143400050013,All Desktops,pcmcat143400050013,0,110,3,24/09/2018 15:59,24/09/2018 15:59
985,abcat0501005,All-in-One Computers,abcat0501005,0,110,3,24/09/2018 15:59,24/09/2018 15:59
986,pcmcat212600050008,Towers Only,pcmcat212600050008,0,110,3,24/09/2018 15:59,24/09/2018 15:59
987,pcmcat212600050011,Desktop Packages,pcmcat212600050011,0,110,3,24/09/2018 15:59,24/09/2018 15:59
988,pcmcat268200050003,"Apple iMac, Mini & Mac Pro",pcmcat268200050003,0,110,3,24/09/2018 15:59,24/09/2018 15:59
989,pcmcat1477934516775,Microsoft Surface Studio,pcmcat1477934516775,0,110,3,24/09/2018 15:59,24/09/2018 15:59
990,pcmcat287600050002,Gaming Desktops,pcmcat287600050002,0,110,3,24/09/2018 15:59,24/09/2018 15:59
991,pcmcat1508349754608,Business Desktops,pcmcat1508349754608,0,110,3,24/09/2018 15:59,24/09/2018 15:59
992,pcmcat212600050009,Refurbished Desktops,pcmcat212600050009,0,110,3,24/09/2018 15:59,24/09/2018 15:59
993,abcat0501001,Basic,abcat0501001,0,110,3,24/09/2018 15:59,24/09/2018 15:59
994,abcat0501004,Photos & Music,abcat0501004,0,110,3,24/09/2018 15:59,24/09/2018 15:59
995,abcat0501002,Entertainment,abcat0501002,0,110,3,24/09/2018 15:59,24/09/2018 15:59
996,abcat0501003,Gaming Computers,abcat0501003,0,110,3,24/09/2018 15:59,24/09/2018 15:59
997,pcmcat200200050001,Compact Desktops,pcmcat200200050001,0,110,3,24/09/2018 15:59,24/09/2018 15:59
998,pcmcat200200050002,Everyday Desktops,pcmcat200200050002,0,110,3,24/09/2018 15:59,24/09/2018 15:59
999,pcmcat200200050003,Premium Desktops,pcmcat200200050003,0,110,3,24/09/2018 15:59,24/09/2018 15:59
1000,pcmcat200200050004,Gaming Desktops,pcmcat200200050004,0,110,3,24/09/2018 15:59,24/09/2018 15:59
1001,pcmcat178600050003,Home Servers,pcmcat178600050003,0,110,3,24/09/2018 15:59,24/09/2018 15:59
1002,abcat0507006,Computer Cases,abcat0507006,0,111,3,24/09/2018 16:00,24/09/2018 16:00
1003,abcat0507010,CPUs / Processors,abcat0507010,0,111,3,24/09/2018 16:00,24/09/2018 16:00
1004,abcat0507007,"Fans, Heatsinks & Cooling",abcat0507007,0,111,3,24/09/2018 16:00,24/09/2018 16:00
1005,abcat0507002,GPUs / Video Graphics Cards,abcat0507002,0,111,3,24/09/2018 16:00,24/09/2018 16:00
1006,pcmcat340400050009,Hard Drive Enclosures,pcmcat340400050009,0,111,3,24/09/2018 16:00,24/09/2018 16:00
1007,abcat0504001,Hard Drives & Storage,abcat0504001,0,111,3,24/09/2018 16:00,24/09/2018 16:00
1008,abcat0507011,Interface / Add-On Cards,abcat0507011,0,111,3,24/09/2018 16:00,24/09/2018 16:00
1009,abcat0506000,Memory (RAM),abcat0506000,0,111,3,24/09/2018 16:00,24/09/2018 16:00
1010,abcat0507008,Motherboards,abcat0507008,0,111,3,24/09/2018 16:00,24/09/2018 16:00
1011,abcat0504005,Optical Drives,abcat0504005,0,111,3,24/09/2018 16:00,24/09/2018 16:00
1012,abcat0507009,Power Supplies,abcat0507009,0,111,3,24/09/2018 16:00,24/09/2018 16:00
1013,pcmcat230800050017,"Racks, Mounts & Accessories",pcmcat230800050017,0,111,3,24/09/2018 16:00,24/09/2018 16:00
1014,abcat0507003,Sound Cards,abcat0507003,0,111,3,24/09/2018 16:00,24/09/2018 16:00
1015,abcat0507004,Video Editing Cards,abcat0507004,0,111,3,24/09/2018 16:00,24/09/2018 16:00
1016,pcmcat748302046072,Top Picks for Monitors,pcmcat748302046072,0,113,3,24/09/2018 16:00,24/09/2018 16:00
1017,pcmcat143700050048,All Monitors,pcmcat143700050048,0,113,3,24/09/2018 16:00,24/09/2018 16:00
1018,pcmcat200900050015,LCD Monitors,pcmcat200900050015,0,113,3,24/09/2018 16:00,24/09/2018 16:00
1019,pcmcat200900050014,LED Monitors,pcmcat200900050014,0,113,3,24/09/2018 16:00,24/09/2018 16:00
1020,pcmcat331600050016,IPS Monitors,pcmcat331600050016,0,113,3,24/09/2018 16:00,24/09/2018 16:00
1021,pcmcat374100050017,4K Ultra HD Monitors,pcmcat374100050017,0,113,3,24/09/2018 16:00,24/09/2018 16:00
1022,pcmcat374100050018,Curved Monitors,pcmcat374100050018,0,113,3,24/09/2018 16:00,24/09/2018 16:00
1023,pcmcat304600050011,Gaming Monitors,pcmcat304600050011,0,113,3,24/09/2018 16:00,24/09/2018 16:00
1024,pcmcat1523378264261,Business Monitors,pcmcat1523378264261,0,113,3,24/09/2018 16:00,24/09/2018 16:00
1025,pcmcat221100050003,Monitor & Screen Accessories,pcmcat221100050003,0,113,3,24/09/2018 16:00,24/09/2018 16:00
1026,pcmcat360700050008,Digital Signage,pcmcat360700050008,0,113,3,24/09/2018 16:00,24/09/2018 16:00
1027,pcmcat186700050024,20" and Under,pcmcat186700050024,0,113,3,24/09/2018 16:00,24/09/2018 16:00
1028,pcmcat186700050025,21" - 23",pcmcat186700050025,0,113,3,24/09/2018 16:00,24/09/2018 16:00
1029,pcmcat186700050026,24" and Up,pcmcat186700050026,0,113,3,24/09/2018 16:00,24/09/2018 16:00
1030,pcmcat226000050002,3D-Ready,pcmcat226000050002,0,113,3,24/09/2018 16:00,24/09/2018 16:00
1031,pcmcat211400050001,Routers,pcmcat211400050001,0,114,3,24/09/2018 16:00,24/09/2018 16:00
1032,pcmcat748302046257,Mesh Wi-Fi,pcmcat748302046257,0,114,3,24/09/2018 16:00,24/09/2018 16:00
1033,abcat0503013,Modems,abcat0503013,0,114,3,24/09/2018 16:00,24/09/2018 16:00
1034,abcat0503007,USB Wi-Fi Adapters,abcat0503007,0,114,3,24/09/2018 16:00,24/09/2018 16:00
1035,pcmcat161100050044,Wi-Fi Extenders,pcmcat161100050044,0,114,3,24/09/2018 16:00,24/09/2018 16:00
1036,abcat0503012,Ethernet Switches,abcat0503012,0,114,3,24/09/2018 16:00,24/09/2018 16:00
1037,pcmcat161100050043,Powerline Adapters,pcmcat161100050043,0,114,3,24/09/2018 16:00,24/09/2018 16:00
1038,abcat0504004,NAS / Personal Cloud Storage,abcat0504004,0,114,3,24/09/2018 16:00,24/09/2018 16:00
